COUNTY    , PRCTSEQ, PRECINCT                 , BALSEQID, JURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                        , PARTY1     , PVTALLY1, COL2HDG, RNAME2                       , PARTY2     , PVTALLY2, COL3HDG, RNAME3                           , PARTY3     , PVTALLY3, COL4HDG, RNAME4                             , PARTY4     , PVTALLY4, COL5HDG, RNAME5                      , PARTY5     , PVTALLY5, COL6HDG, RNAME6        , PARTY6     , PVTALLY6, COL7HDG, RNAME7                       , PARTY7     , PVTALLY7, COL8HDG, RNAME8                      , PARTY8     , PVTALLY8, COL9HDG, RNAME9                 , PARTY9     , PVTALLY9, COL10HDG, RNAME10                , PARTY10    , PVTALLY10
Jefferson ,    0010, 9 Talbott School         ,     0017,      17,         0, Tennessee House of Representatives District 17   , 2016-11-08, State General,       1, Andrew Ellis Farmer           , Republican ,      653,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Jefferson ,    0011, 10 Jeff City Fire Dp     ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      816,       2, Hillary Clinton              , Democratic ,      336,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,       52,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        5,       7, Jill Stein                   , Independent,       10,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Jefferson ,    0011, 10 Jeff City Fire Dp     ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        7,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Jefferson ,    0011, 10 Jeff City Fire Dp     ,     0011,       2,         0, United States House of Representatives District 2, 2016-11-08, State General,       1, "John J. Duncan, Jr."         , Republican ,      893,       2, Stuart Starr                 , Democratic ,      278,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Jefferson ,    0011, 10 Jeff City Fire Dp     ,     0015,      08,         0, Tennessee Senate District 8                      , 2016-11-08, State General,       1, Frank Niceley                 , Republican ,      896,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Jefferson ,    0011, 10 Jeff City Fire Dp     ,     0017,      11,         0, Tennessee House of Representatives District 11   , 2016-11-08, State General,       1, Jeremy Faison                 , Republican ,      763,       2, Marjorie Ramsey              , Democratic ,      322,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Jefferson ,    0011, 10 Jeff City Fire Dp     ,     0017,      17,         0, Tennessee House of Representatives District 17   , 2016-11-08, State General,       1, Andrew Ellis Farmer           , Republican ,       16,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0001, 1A Laurel                ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      576,       2, Hillary Clinton              , Democratic ,      107,       3, """Rocky"" Roque De La Fuente"   , Independent,        1,       4, Gary Johnson                       , Independent,       14,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        6,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0001, 1A Laurel                ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        1,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0001, 1A Laurel                ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      535,       2, Alan Bohms                   , Democratic ,       79,       3, Robert D. Franklin               , Independent,       53,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0001, 1A Laurel                ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      543,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0001, 1A Laurel                ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      557,       2, Gary Kawula                  , Independent,       71,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0002, 1B Cold Springs          ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      579,       2, Hillary Clinton              , Democratic ,      109,       3, """Rocky"" Roque De La Fuente"   , Independent,        2,       4, Gary Johnson                       , Independent,        9,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        2,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0002, 1B Cold Springs          ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0002, 1B Cold Springs          ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      550,       2, Alan Bohms                   , Democratic ,       67,       3, Robert D. Franklin               , Independent,       49,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0002, 1B Cold Springs          ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      528,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0002, 1B Cold Springs          ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      563,       2, Gary Kawula                  , Independent,       70,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0003, 2 Forge/Shouns           ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      398,       2, Hillary Clinton              , Democratic ,       77,       3, """Rocky"" Roque De La Fuente"   , Independent,        1,       4, Gary Johnson                       , Independent,        7,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        3,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0003, 2 Forge/Shouns           ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        2,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0003, 2 Forge/Shouns           ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      371,       2, Alan Bohms                   , Democratic ,       57,       3, Robert D. Franklin               , Independent,       21,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0003, 2 Forge/Shouns           ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      376,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0003, 2 Forge/Shouns           ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      401,       2, Gary Kawula                  , Independent,       40,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0004, 3A Trade                 ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      373,       2, Hillary Clinton              , Democratic ,       79,       3, """Rocky"" Roque De La Fuente"   , Independent,        1,       4, Gary Johnson                       , Independent,        7,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        3,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0004, 3A Trade                 ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0004, 3A Trade                 ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      351,       2, Alan Bohms                   , Democratic ,       71,       3, Robert D. Franklin               , Independent,       25,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0004, 3A Trade                 ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      345,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0004, 3A Trade                 ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      356,       2, Gary Kawula                  , Independent,       73,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0005, 3B Neva                  ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      682,       2, Hillary Clinton              , Democratic ,      125,       3, """Rocky"" Roque De La Fuente"   , Independent,        1,       4, Gary Johnson                       , Independent,        7,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        8,       8, Write-In - Darrell L. Castle,            ,        1,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0005, 3B Neva                  ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0005, 3B Neva                  ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      648,       2, Alan Bohms                   , Democratic ,       96,       3, Robert D. Franklin               , Independent,       36,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0005, 3B Neva                  ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      632,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0005, 3B Neva                  ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      673,       2, Gary Kawula                  , Independent,       80,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0006, 4A Dry Run               ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      451,       2, Hillary Clinton              , Democratic ,       73,       3, """Rocky"" Roque De La Fuente"   , Independent,        1,       4, Gary Johnson                       , Independent,        8,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,        4,       8, Write-In - Darrell L. Castle,            ,        2,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0006, 4A Dry Run               ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0006, 4A Dry Run               ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      426,       2, Alan Bohms                   , Democratic ,       61,       3, Robert D. Franklin               , Independent,       26,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0006, 4A Dry Run               ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      421,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0006, 4A Dry Run               ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      430,       2, Gary Kawula                  , Independent,       62,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0007, 4B Butler                ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      447,       2, Hillary Clinton              , Democratic ,       51,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,       10,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        4,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0007, 4B Butler                ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0007, 4B Butler                ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      406,       2, Alan Bohms                   , Democratic ,       44,       3, Robert D. Franklin               , Independent,       39,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0007, 4B Butler                ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      402,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0007, 4B Butler                ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      417,       2, Gary Kawula                  , Independent,       53,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0008, 5 Doe                    ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      693,       2, Hillary Clinton              , Democratic ,      124,       3, """Rocky"" Roque De La Fuente"   , Independent,        3,       4, Gary Johnson                       , Independent,       12,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        2,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0008, 5 Doe                    ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0008, 5 Doe                    ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      639,       2, Alan Bohms                   , Democratic ,       93,       3, Robert D. Franklin               , Independent,       60,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0008, 5 Doe                    ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      655,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0008, 5 Doe                    ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      676,       2, Gary Kawula                  , Independent,       85,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0009, 6 Shady                  ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      515,       2, Hillary Clinton              , Democratic ,       84,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,        5,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        3,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0009, 6 Shady                  ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0009, 6 Shady                  ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      460,       2, Alan Bohms                   , Democratic ,       62,       3, Robert D. Franklin               , Independent,       36,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0009, 6 Shady                  ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      450,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0009, 6 Shady                  ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      485,       2, Gary Kawula                  , Independent,       59,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0010, 7 City                   ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,      696,       2, Hillary Clinton              , Democratic ,      159,       3, """Rocky"" Roque De La Fuente"   , Independent,        1,       4, Gary Johnson                       , Independent,       23,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        4,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0010, 7 City                   ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0010, 7 City                   ,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                      , Republican ,      689,       2, Alan Bohms                   , Democratic ,      104,       3, Robert D. Franklin               , Independent,       48,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0010, 7 City                   ,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                  , Republican ,      664,        ,                              ,            ,         ,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0010, 7 City                   ,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                  , Republican ,      720,       2, Gary Kawula                  , Independent,       84,        ,                                  ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   ,    0011, Early Voting - Write-Ins ,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump               , Republican ,        0,       2, Hillary Clinton              , Democratic ,        0,       3, """Rocky"" Roque De La Fuente"   , Independent,        0,       4, Gary Johnson                       , Independent,        0,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        0,       8, Write-In - Darrell L. Castle,            ,        3,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   ,    0011, Early Voting - Write-Ins ,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke,            ,        0,      12, Write-In - Laurence Kotlikoff,            ,        0,      13, Write-In - David Limbaugh        ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        4,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
