COUNTY    , Precinct Seq, PRECINCT            , Office Seq, OfficeID, District, Candidate Group, OFFICENAME                                 , ELECTDATE         , ELECTTYPE       , Col1, BName1                           , Tally1, Col2, BName2                            , Tally2, Col3, BName3                        , Tally3, Col4, BName4                         , Tally4, Col5, BName5                              , Tally5, Col6, BName6                           , Tally6, Col7, BName7                         , Tally7, Col8, BName8                            , Tally8, Col9, BName9                      , Tally9, Col10, BName10                      , Tally10
DAVIDSON  ,         0113, 24-2                ,          5, TNH     ,       55,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Gary Odom - (D)                ,    847,    2, . Susan Shann - (G)               ,    222,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0114, 24-3                ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,    556,    2, . Barack Obama - (D)              ,    578,    3, . Virgil Goode - (C)          ,      1,    4, . Jill Stein - (G)             ,      4,    5, ". Ross C. ""Rocky"" Anderson - (I)",      1,    6, . Gary Johnson - (I)             ,     16,    7, . Merlin Miller - (I)          ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0114, 24-3                ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,    730,    2, . Mark E. Clayton - (D)           ,    281,    3, . Kermit Steck - (C)          ,      5,    4, . Martin Pleasant - (G)        ,     65,    5, . Shaun E. Crowell - (I)            ,      6,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)           ,      2,    8, . Michel Joseph Long - (I)        ,      0,    9, . Troy Stephen Scoggin - (I),      1,    10, . Write-In - Fred R. Anderson,       0
DAVIDSON  ,         0114, 24-3                ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
DAVIDSON  ,         0114, 24-3                ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0114, 24-3                ,          3, USH     ,        5,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Brad Staats - (R)              ,    377,    2, . Jim Cooper - (D)                ,    730,    3, . John Miglietta - (G)        ,     16,    4, . Write-In - Sean Puckett      ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0114, 24-3                ,          4, TNS     ,       20,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Steven Dickerson - (R)         ,    491,    2, . Phillip L. North - (D)          ,    551,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0114, 24-3                ,          5, TNH     ,       55,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Gary Odom - (D)                ,    676,    2, . Susan Shann - (G)               ,    205,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0115, 24-4                ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,    212,    2, . Barack Obama - (D)              ,    521,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,     13,    5, ". Ross C. ""Rocky"" Anderson - (I)",      0,    6, . Gary Johnson - (I)             ,     14,    7, . Merlin Miller - (I)          ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0115, 24-4                ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,    261,    2, . Mark E. Clayton - (D)           ,    375,    3, . Kermit Steck - (C)          ,      7,    4, . Martin Pleasant - (G)        ,     41,    5, . Shaun E. Crowell - (I)            ,      8,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)           ,      3,    8, . Michel Joseph Long - (I)        ,      3,    9, . Troy Stephen Scoggin - (I),      5,    10, . Write-In - Fred R. Anderson,       0
DAVIDSON  ,         0115, 24-4                ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
DAVIDSON  ,         0115, 24-4                ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0115, 24-4                ,          3, USH     ,        5,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Brad Staats - (R)              ,    173,    2, . Jim Cooper - (D)                ,    511,    3, . John Miglietta - (G)        ,     36,    4, . Write-In - Sean Puckett      ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0115, 24-4                ,          5, TNH     ,       55,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Gary Odom - (D)                ,    441,    2, . Susan Shann - (G)               ,    122,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0115, 24-4                ,          5, TNH     ,       58,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Harold M. Love - (D)           ,     25,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0116, 24-5                ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,    623,    2, . Barack Obama - (D)              ,    861,    3, . Virgil Goode - (C)          ,      1,    4, . Jill Stein - (G)             ,      7,    5, ". Ross C. ""Rocky"" Anderson - (I)",      1,    6, . Gary Johnson - (I)             ,     16,    7, . Merlin Miller - (I)          ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0116, 24-5                ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,    857,    2, . Mark E. Clayton - (D)           ,    417,    3, . Kermit Steck - (C)          ,      7,    4, . Martin Pleasant - (G)        ,    132,    5, . Shaun E. Crowell - (I)            ,      2,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)           ,      5,    8, . Michel Joseph Long - (I)        ,      0,    9, . Troy Stephen Scoggin - (I),      1,    10, . Write-In - Fred R. Anderson,       0
DAVIDSON  ,         0116, 24-5                ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
DAVIDSON  ,         0116, 24-5                ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0116, 24-5                ,          3, USH     ,        5,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Brad Staats - (R)              ,    426,    2, . Jim Cooper - (D)                ,   1008,    3, . John Miglietta - (G)        ,     43,    4, . Write-In - Sean Puckett      ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0116, 24-5                ,          5, TNH     ,       55,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Gary Odom - (D)                ,    947,    2, . Susan Shann - (G)               ,    255,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0117, 24-6                ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,   1342,    2, . Barack Obama - (D)              ,   1021,    3, . Virgil Goode - (C)          ,      4,    4, . Jill Stein - (G)             ,      3,    5, ". Ross C. ""Rocky"" Anderson - (I)",      3,    6, . Gary Johnson - (I)             ,     21,    7, . Merlin Miller - (I)          ,      3,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0117, 24-6                ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,   1628,    2, . Mark E. Clayton - (D)           ,    466,    3, . Kermit Steck - (C)          ,     14,    4, . Martin Pleasant - (G)        ,    120,    5, . Shaun E. Crowell - (I)            ,     13,    6, . David Gatchell - (I)           ,      5,    7, . James Higdon - (I)           ,      7,    8, . Michel Joseph Long - (I)        ,      2,    9, . Troy Stephen Scoggin - (I),      7,    10, . Write-In - Fred R. Anderson,       0
DAVIDSON  ,         0117, 24-6                ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
DAVIDSON  ,         0117, 24-6                ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0117, 24-6                ,          3, USH     ,        5,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Brad Staats - (R)              ,    895,    2, . Jim Cooper - (D)                ,   1394,    3, . John Miglietta - (G)        ,     32,    4, . Write-In - Sean Puckett      ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0117, 24-6                ,          4, TNS     ,       20,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Steven Dickerson - (R)         ,   1146,    2, . Phillip L. North - (D)          ,    954,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0117, 24-6                ,          5, TNH     ,       56,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Beth Harwell - (R)             ,   1571,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0118, 25-1                ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,   1420,    2, . Barack Obama - (D)              ,   1125,    3, . Virgil Goode - (C)          ,      4,    4, . Jill Stein - (G)             ,      6,    5, ". Ross C. ""Rocky"" Anderson - (I)",      0,    6, . Gary Johnson - (I)             ,     27,    7, . Merlin Miller - (I)          ,      2,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0118, 25-1                ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,   1767,    2, . Mark E. Clayton - (D)           ,    492,    3, . Kermit Steck - (C)          ,      8,    4, . Martin Pleasant - (G)        ,    137,    5, . Shaun E. Crowell - (I)            ,     13,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)           ,      7,    8, . Michel Joseph Long - (I)        ,      5,    9, . Troy Stephen Scoggin - (I),      6,    10, . Write-In - Fred R. Anderson,       0
DAVIDSON  ,         0118, 25-1                ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
DAVIDSON  ,         0118, 25-1                ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0118, 25-1                ,          3, USH     ,        5,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Brad Staats - (R)              ,    963,    2, . Jim Cooper - (D)                ,   1500,    3, . John Miglietta - (G)        ,     52,    4, . Write-In - Sean Puckett      ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0118, 25-1                ,          4, TNS     ,       20,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Steven Dickerson - (R)         ,   1238,    2, . Phillip L. North - (D)          ,   1072,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0118, 25-1                ,          5, TNH     ,       56,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Beth Harwell - (R)             ,   1744,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0119, 25-2                ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,   1225,    2, . Barack Obama - (D)              ,    907,    3, . Virgil Goode - (C)          ,      2,    4, . Jill Stein - (G)             ,     10,    5, ". Ross C. ""Rocky"" Anderson - (I)",      2,    6, . Gary Johnson - (I)             ,     11,    7, . Merlin Miller - (I)          ,      2,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0119, 25-2                ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,   1444,    2, . Mark E. Clayton - (D)           ,    449,    3, . Kermit Steck - (C)          ,     10,    4, . Martin Pleasant - (G)        ,    106,    5, . Shaun E. Crowell - (I)            ,     15,    6, . David Gatchell - (I)           ,      2,    7, . James Higdon - (I)           ,      6,    8, . Michel Joseph Long - (I)        ,      2,    9, . Troy Stephen Scoggin - (I),      6,    10, . Write-In - Fred R. Anderson,       0
DAVIDSON  ,         0119, 25-2                ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
DAVIDSON  ,         0119, 25-2                ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0119, 25-2                ,          3, USH     ,        5,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Brad Staats - (R)              ,    887,    2, . Jim Cooper - (D)                ,   1154,    3, . John Miglietta - (G)        ,     35,    4, . Write-In - Sean Puckett      ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0119, 25-2                ,          4, TNS     ,       20,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Steven Dickerson - (R)         ,   1076,    2, . Phillip L. North - (D)          ,    852,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0119, 25-2                ,          5, TNH     ,       56,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Beth Harwell - (R)             ,   1452,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0120, 25-3                ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,   1460,    2, . Barack Obama - (D)              ,   1159,    3, . Virgil Goode - (C)          ,      3,    4, . Jill Stein - (G)             ,      6,    5, ". Ross C. ""Rocky"" Anderson - (I)",      0,    6, . Gary Johnson - (I)             ,     31,    7, . Merlin Miller - (I)          ,      1,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0120, 25-3                ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,   1681,    2, . Mark E. Clayton - (D)           ,    655,    3, . Kermit Steck - (C)          ,     14,    4, . Martin Pleasant - (G)        ,    115,    5, . Shaun E. Crowell - (I)            ,     23,    6, . David Gatchell - (I)           ,      4,    7, . James Higdon - (I)           ,      4,    8, . Michel Joseph Long - (I)        ,      4,    9, . Troy Stephen Scoggin - (I),     10,    10, . Write-In - Fred R. Anderson,       0
DAVIDSON  ,         0120, 25-3                ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
DAVIDSON  ,         0120, 25-3                ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0120, 25-3                ,          3, USH     ,        5,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Brad Staats - (R)              ,   1061,    2, . Jim Cooper - (D)                ,   1483,    3, . John Miglietta - (G)        ,     34,    4, . Write-In - Sean Puckett      ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0120, 25-3                ,          4, TNS     ,       20,               1, Tennessee Senate District                  , "November 6, 2012", General Election,    1, . Steven Dickerson - (R)         ,   1248,    2, . Phillip L. North - (D)          ,   1105,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0120, 25-3                ,          5, TNH     ,       56,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Beth Harwell - (R)             ,   1723,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0121, 25-4                ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,    831,    2, . Barack Obama - (D)              ,    932,    3, . Virgil Goode - (C)          ,      1,    4, . Jill Stein - (G)             ,      9,    5, ". Ross C. ""Rocky"" Anderson - (I)",      1,    6, . Gary Johnson - (I)             ,     29,    7, . Merlin Miller - (I)          ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0121, 25-4                ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,   1002,    2, . Mark E. Clayton - (D)           ,    539,    3, . Kermit Steck - (C)          ,     14,    4, . Martin Pleasant - (G)        ,    121,    5, . Shaun E. Crowell - (I)            ,     15,    6, . David Gatchell - (I)           ,      1,    7, . James Higdon - (I)           ,      4,    8, . Michel Joseph Long - (I)        ,      1,    9, . Troy Stephen Scoggin - (I),      3,    10, . Write-In - Fred R. Anderson,       0
DAVIDSON  ,         0121, 25-4                ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
DAVIDSON  ,         0121, 25-4                ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0121, 25-4                ,          3, USH     ,        5,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Brad Staats - (R)              ,    616,    2, . Jim Cooper - (D)                ,   1091,    3, . John Miglietta - (G)        ,     40,    4, . Write-In - Sean Puckett      ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0121, 25-4                ,          5, TNH     ,       55,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Gary Odom - (D)                ,    284,    2, . Susan Shann - (G)               ,     83,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0121, 25-4                ,          5, TNH     ,       56,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Beth Harwell - (R)             ,    835,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0122, 26-1                ,          1, PRES    ,         ,               1, United States President                    , "November 6, 2012", General Election,    1, . Mitt Romney - (R)              ,    270,    2, . Barack Obama - (D)              ,   1143,    3, . Virgil Goode - (C)          ,      5,    4, . Jill Stein - (G)             ,      6,    5, ". Ross C. ""Rocky"" Anderson - (I)",      2,    6, . Gary Johnson - (I)             ,      6,    7, . Merlin Miller - (I)          ,      3,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0122, 26-1                ,          2, USS     ,         ,               1, United States Senate                       , "November 6, 2012", General Election,    1, . Bob Corker - (R)               ,    323,    2, . Mark E. Clayton - (D)           ,    950,    3, . Kermit Steck - (C)          ,     10,    4, . Martin Pleasant - (G)        ,     20,    5, . Shaun E. Crowell - (I)            ,     20,    6, . David Gatchell - (I)           ,      6,    7, . James Higdon - (I)           ,      1,    8, . Michel Joseph Long - (I)        ,     10,    9, . Troy Stephen Scoggin - (I),      3,    10, . Write-In - Fred R. Anderson,       0
DAVIDSON  ,         0122, 26-1                ,          2, USS     ,         ,              11, United States Senate                       , "November 6, 2012", General Election,   11, . Write-In - Larry Crim          ,      0,   12, . Write-In - Gary Gene Davis      ,      0,   13, . Write-In - Allen Hoenicke   ,      0,   14, . Write-In - De Wayne A. Jones ,      0,   15, . Write-In - Jacob Maurer           ,      0,   16, . Write-In - Jim Maynard         ,      0,   17, . Write-In - Margie Nell Penn  ,      0,   18, . Write-In - Christopher Schappert,      0,   19, . Write-In - Lee Stewart    ,      0,    20, . Write-In - Angelia Stinnett,       0
DAVIDSON  ,         0122, 26-1                ,          2, USS     ,         ,              21, United States Senate                       , "November 6, 2012", General Election,   21, . Write-In - Mary D. Wright      ,      0,     ,                                   ,      0,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0122, 26-1                ,          3, USH     ,        5,               1, U.S. House of Representatives District     , "November 6, 2012", General Election,    1, . Brad Staats - (R)              ,    194,    2, . Jim Cooper - (D)                ,   1155,    3, . John Miglietta - (G)        ,     23,    4, . Write-In - Sean Puckett      ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
DAVIDSON  ,         0122, 26-1                ,          5, TNH     ,       52,               1, Tennessee House of Representatives District, "November 6, 2012", General Election,    1, . Michael Stewart - (D)          ,    260,    2, . Daniel Lewis - (I)              ,     75,     ,                               ,      0,     ,                                ,      0,     ,                                     ,      0,     ,                                  ,      0,     ,                                ,      0,     ,                                   ,      0,     ,                             ,      0,      ,                              ,       0
