COUNTY    , Precinct Sequence, Precinct Name       , Office Seq, OfficeID, District, Candidate Group, OFFICENAME                                 , ELECTDATE         , ELECTTYPE    , Col1, BName1                         , Tally1, Col2, BName2                                      , Tally2, Col3, BName3                                   , Tally3, Col4, BName4                           , Tally4, Col5, BName5                       , Tally5, Col6, BName6                         , Tally6, Col7, BName7                  , Tally7, Col8, BName8                         , Tally8, Col9, BName9                  , Tally9, Col10, BName10                    , Tally10
PERRY     ,              0008, 4-3 Lobelville      ,          5, TH      ,       74,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . John C. Tidwell - D          ,    116,    2, . Write-in - Teresa Christie                ,      0,    3, ". Write-in - James E. Travis, Jr."      ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PERRY     ,              0009, 5-1 Linden          ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    125,    2, . Mike McWherter - D                        ,    112,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      1,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PERRY     ,              0009, 5-1 Linden          ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      2,   16, . Carl Twofeathers Whitaker - I,      6,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PERRY     ,              0009, 5-1 Linden          ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    176,    2, . No                                        ,      8,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PERRY     ,              0009, 5-1 Linden          ,          3, UH      ,        7,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Marsha Blackburn - R         ,    131,    2, . Greg Rabidoux - D                         ,     86,    3, . J. W. (Bill) Stone - I                 ,      8,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PERRY     ,              0009, 5-1 Linden          ,          5, TH      ,       74,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . John C. Tidwell - D          ,    152,    2, . Write-in - Teresa Christie                ,      0,    3, ". Write-in - James E. Travis, Jr."      ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PERRY     ,              0010, 6-1 Lobelville      ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    127,    2, . Mike McWherter - D                        ,    121,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      3,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      1,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PERRY     ,              0010, 6-1 Lobelville      ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      3,   16, . Carl Twofeathers Whitaker - I,      1,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PERRY     ,              0010, 6-1 Lobelville      ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    215,    2, . No                                        ,     10,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PERRY     ,              0010, 6-1 Lobelville      ,          3, UH      ,        7,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Marsha Blackburn - R         ,    132,    2, . Greg Rabidoux - D                         ,     95,    3, . J. W. (Bill) Stone - I                 ,      6,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PERRY     ,              0010, 6-1 Lobelville      ,          5, TH      ,       74,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . John C. Tidwell - D          ,    148,    2, . Write-in - Teresa Christie                ,      0,    3, ". Write-in - James E. Travis, Jr."      ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PERRY     ,              0011, Absentee            ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,     35,    2, . Mike McWherter - D                        ,     22,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PERRY     ,              0011, Absentee            ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      0,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PERRY     ,              0011, Absentee            ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,     44,    2, . No                                        ,      6,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PERRY     ,              0011, Absentee            ,          3, UH      ,        7,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Marsha Blackburn - R         ,     32,    2, . Greg Rabidoux - D                         ,     17,    3, . J. W. (Bill) Stone - I                 ,      5,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PERRY     ,              0011, Absentee            ,          5, TH      ,       74,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . John C. Tidwell - D          ,     27,    2, . Write-in - Teresa Christie                ,      0,    3, ". Write-in - James E. Travis, Jr."      ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0001, Community Center 1-1,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    266,    2, . Mike McWherter - D                        ,    117,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      3,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      1,    8, . Toni K. Hall - I             ,      2,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PICKETT   ,              0001, Community Center 1-1,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      2,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      4,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PICKETT   ,              0001, Community Center 1-1,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    313,    2, . No                                        ,     22,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0001, Community Center 1-1,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    180,    2, . Lincoln Davis - D                         ,    193,    3, . Paul H. Curtis - I                     ,      6,    4, . James Gray - I                 ,      3,    5, . Richard S. Johnson - I     ,      2,    6, . Gerald York - I              ,      2,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0001, Community Center 1-1,          4, TS      ,       15,               1, Tennessee Senate District                  , "November 2, 2010", State General,    1, . Gary Steakley - R            ,    166,    2, . Charlotte Burks - D                       ,    193,    3, . Joe B Wilmoth - I                      ,     25,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0001, Community Center 1-1,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    209,    2, . Leslie Winningham - D                     ,    187,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0002, Moodyville 1-2      ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    110,    2, . Mike McWherter - D                        ,     42,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      2,    5, . Samuel David Duck - I      ,      1,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PICKETT   ,              0002, Moodyville 1-2      ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      0,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PICKETT   ,              0002, Moodyville 1-2      ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    134,    2, . No                                        ,      2,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0002, Moodyville 1-2      ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,     67,    2, . Lincoln Davis - D                         ,     80,    3, . Paul H. Curtis - I                     ,      0,    4, . James Gray - I                 ,      0,    5, . Richard S. Johnson - I     ,      0,    6, . Gerald York - I              ,      3,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0002, Moodyville 1-2      ,          4, TS      ,       15,               1, Tennessee Senate District                  , "November 2, 2010", State General,    1, . Gary Steakley - R            ,     54,    2, . Charlotte Burks - D                       ,     84,    3, . Joe B Wilmoth - I                      ,      7,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0002, Moodyville 1-2      ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,     90,    2, . Leslie Winningham - D                     ,     62,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0003, High School 2-1     ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    313,    2, . Mike McWherter - D                        ,    203,    3, . Bayron Binkley - I                     ,      3,    4, . Brandon Dodds - I              ,      2,    5, . Samuel David Duck - I      ,      1,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      1,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PICKETT   ,              0003, High School 2-1     ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      4,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PICKETT   ,              0003, High School 2-1     ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    414,    2, . No                                        ,     18,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0003, High School 2-1     ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    231,    2, . Lincoln Davis - D                         ,    269,    3, . Paul H. Curtis - I                     ,      4,    4, . James Gray - I                 ,      2,    5, . Richard S. Johnson - I     ,      2,    6, . Gerald York - I              ,     11,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0003, High School 2-1     ,          4, TS      ,       15,               1, Tennessee Senate District                  , "November 2, 2010", State General,    1, . Gary Steakley - R            ,    195,    2, . Charlotte Burks - D                       ,    288,    3, . Joe B Wilmoth - I                      ,     31,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0003, High School 2-1     ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    269,    2, . Leslie Winningham - D                     ,    255,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0004, Chanute 3-1         ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    255,    2, . Mike McWherter - D                        ,     82,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PICKETT   ,              0004, Chanute 3-1         ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      2,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PICKETT   ,              0004, Chanute 3-1         ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    293,    2, . No                                        ,     12,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0004, Chanute 3-1         ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    185,    2, . Lincoln Davis - D                         ,    133,    3, . Paul H. Curtis - I                     ,      7,    4, . James Gray - I                 ,      2,    5, . Richard S. Johnson - I     ,      0,    6, . Gerald York - I              ,      8,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0004, Chanute 3-1         ,          4, TS      ,       15,               1, Tennessee Senate District                  , "November 2, 2010", State General,    1, . Gary Steakley - R            ,    171,    2, . Charlotte Burks - D                       ,    140,    3, . Joe B Wilmoth - I                      ,     19,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0004, Chanute 3-1         ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    216,    2, . Leslie Winningham - D                     ,    122,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0005, Travisville 3-2     ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,     90,    2, . Mike McWherter - D                        ,     62,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      1,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PICKETT   ,              0005, Travisville 3-2     ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      0,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PICKETT   ,              0005, Travisville 3-2     ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    134,    2, . No                                        ,      1,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0005, Travisville 3-2     ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,     49,    2, . Lincoln Davis - D                         ,     97,    3, . Paul H. Curtis - I                     ,      0,    4, . James Gray - I                 ,      3,    5, . Richard S. Johnson - I     ,      0,    6, . Gerald York - I              ,      1,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0005, Travisville 3-2     ,          4, TS      ,       15,               1, Tennessee Senate District                  , "November 2, 2010", State General,    1, . Gary Steakley - R            ,     42,    2, . Charlotte Burks - D                       ,     93,    3, . Joe B Wilmoth - I                      ,      4,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0005, Travisville 3-2     ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,     89,    2, . Leslie Winningham - D                     ,     66,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0006, Boom 4-1            ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    101,    2, . Mike McWherter - D                        ,     48,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      1,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      1,    10, . Boyce T. McCall - I      ,       0
PICKETT   ,              0006, Boom 4-1            ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      1,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PICKETT   ,              0006, Boom 4-1            ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    138,    2, . No                                        ,      5,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0006, Boom 4-1            ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,     78,    2, . Lincoln Davis - D                         ,     67,    3, . Paul H. Curtis - I                     ,      4,    4, . James Gray - I                 ,      2,    5, . Richard S. Johnson - I     ,      0,    6, . Gerald York - I              ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0006, Boom 4-1            ,          4, TS      ,       15,               1, Tennessee Senate District                  , "November 2, 2010", State General,    1, . Gary Steakley - R            ,     75,    2, . Charlotte Burks - D                       ,     69,    3, . Joe B Wilmoth - I                      ,      9,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0006, Boom 4-1            ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    101,    2, . Leslie Winningham - D                     ,     52,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0007, Oak Hill 4-2        ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,    199,    2, . Mike McWherter - D                        ,     98,    3, . Bayron Binkley - I                     ,      1,    4, . Brandon Dodds - I              ,      1,    5, . Samuel David Duck - I      ,      3,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      1,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PICKETT   ,              0007, Oak Hill 4-2        ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      1,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      0,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PICKETT   ,              0007, Oak Hill 4-2        ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,    280,    2, . No                                        ,     11,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0007, Oak Hill 4-2        ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,    160,    2, . Lincoln Davis - D                         ,    121,    3, . Paul H. Curtis - I                     ,      8,    4, . James Gray - I                 ,      1,    5, . Richard S. Johnson - I     ,      1,    6, . Gerald York - I              ,      9,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0007, Oak Hill 4-2        ,          4, TS      ,       15,               1, Tennessee Senate District                  , "November 2, 2010", State General,    1, . Gary Steakley - R            ,    149,    2, . Charlotte Burks - D                       ,    126,    3, . Joe B Wilmoth - I                      ,     25,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0007, Oak Hill 4-2        ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,    177,    2, . Leslie Winningham - D                     ,    130,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0008, Barnes Ridge 4-3    ,          1, GOV     ,         ,               1, Governor                                   , "November 2, 2010", State General,    1, . Bill Haslam - R              ,     50,    2, . Mike McWherter - D                        ,     15,    3, . Bayron Binkley - I                     ,      0,    4, . Brandon Dodds - I              ,      0,    5, . Samuel David Duck - I      ,      0,    6, . David Gatchell - I           ,      0,    7, . June Griffin - I      ,      0,    8, . Toni K. Hall - I             ,      0,    9, . Mike Knois - I        ,      0,    10, . Boyce T. McCall - I      ,       0
PICKETT   ,              0008, Barnes Ridge 4-3    ,          1, GOV     ,         ,              11, Governor                                   , "November 2, 2010", State General,   11, . Donald Ray McFolin - I       ,      0,   12, . Linda Kay Perry - I                       ,      0,   13, . James Reesor - I                       ,      0,   14, . Thomas Smith II - I            ,      0,   15, . Howard M. Switzer - I      ,      0,   16, . Carl Twofeathers Whitaker - I,      3,   17, . Write-in - James Lee  ,      0,   18, . Write-in - Basil Marceaux    ,      0,   19, . Write-in - Gary Nugent,      0,      ,                            ,       0
PICKETT   ,              0008, Barnes Ridge 4-3    ,          2, CA      ,         ,               1, Constitutional Amendment                   , "November 2, 2010", State General,    1, . Yes                          ,     63,    2, . No                                        ,      2,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0008, Barnes Ridge 4-3    ,          3, UH      ,        4,               1, U. S. House of Representatives District    , "November 2, 2010", State General,    1, . Scott DesJarlais - R         ,     50,    2, . Lincoln Davis - D                         ,     16,    3, . Paul H. Curtis - I                     ,      0,    4, . James Gray - I                 ,      1,    5, . Richard S. Johnson - I     ,      0,    6, . Gerald York - I              ,      1,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0008, Barnes Ridge 4-3    ,          4, TS      ,       15,               1, Tennessee Senate District                  , "November 2, 2010", State General,    1, . Gary Steakley - R            ,     40,    2, . Charlotte Burks - D                       ,     21,    3, . Joe B Wilmoth - I                      ,      3,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
PICKETT   ,              0008, Barnes Ridge 4-3    ,          5, TH      ,       38,               1, Tennessee House of Representatives District, "November 2, 2010", State General,    1, . Kelly Keisling - R           ,     52,    2, . Leslie Winningham - D                     ,     14,     ,                                          ,      0,     ,                                  ,      0,     ,                              ,      0,     ,                                ,      0,     ,                         ,      0,     ,                                ,      0,     ,                         ,      0,      ,                            ,       0
