COUNTY    , Prct Seq, PRECINCT            , Office Seq, OfficeID, District, Candidate Group, OFFICENAME                                 , ELECTDATE         , ELECTTYPE       , COL1, BNAME1                        , TALLY1, COL2, BNAME2                          , TALLY2, COL3, BNAME3                     , TALLY3, COL4, BNAME4                               , TALLY4, COL5, BNAME5                    , TALLY5, COL6, BNAME6                     , TALLY6, COL7, BNAME7                   , TALLY7, COL8, BNAME8           , TALLY8, COL9, BNAME9                , TALLY9, COL10, BNAME10, TALLY10
DICKSON   ,     0003, 2-1 Eno Methodist   ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    212,    2, Lamar Alexander - (R)           ,    383,    3, Edward L. Buck - (I)       ,     15,    4, Christopher G. Fenner - (I)          ,      9,    5, David Gatchell - (I)      ,      0,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      3,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0003, 2-1 Eno Methodist   ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    443,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0003, 2-1 Eno Methodist   ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    448,    2, W. Ryan Akin - (I)              ,    145,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0004, 2-2 Tennessee City  ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    282,    2, John McCain - (R)               ,    495,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      5,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0004, 2-2 Tennessee City  ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    266,    2, Lamar Alexander - (R)           ,    449,    3, Edward L. Buck - (I)       ,     16,    4, Christopher G. Fenner - (I)          ,      1,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0004, 2-2 Tennessee City  ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    505,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0004, 2-2 Tennessee City  ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    491,    2, W. Ryan Akin - (I)              ,    181,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0005, 3-1 Cumberland Fce  ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    248,    2, John McCain - (R)               ,    339,    3, Chuck Baldwin - (I)        ,      2,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      5,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0005, 3-1 Cumberland Fce  ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    205,    2, Lamar Alexander - (R)           ,    315,    3, Edward L. Buck - (I)       ,     12,    4, Christopher G. Fenner - (I)          ,      5,    5, David Gatchell - (I)      ,      0,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      7,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0005, 3-1 Cumberland Fce  ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    406,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0005, 3-1 Cumberland Fce  ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    368,    2, W. Ryan Akin - (I)              ,    136,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0006, 3-2 Vanleer Town    ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    359,    2, John McCain - (R)               ,    520,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      4,    8, Ralph Nader - (I),      6,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0006, 3-2 Vanleer Town    ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    301,    2, Lamar Alexander - (R)           ,    468,    3, Edward L. Buck - (I)       ,     28,    4, Christopher G. Fenner - (I)          ,      7,    5, David Gatchell - (I)      ,      7,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      6,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0006, 3-2 Vanleer Town    ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    558,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0006, 3-2 Vanleer Town    ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    516,    2, W. Ryan Akin - (I)              ,    213,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0007, 4-1 Jackson Chapel  ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    635,    2, John McCain - (R)               ,    820,    3, Chuck Baldwin - (I)        ,      6,    4, Bob Barr - (I)                       ,      3,    5, Charles Jay - (I)         ,      2,    6, Cynthia McKinney - (I)     ,      3,    7, Brian Moore - (I)        ,      3,    8, Ralph Nader - (I),     13,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0007, 4-1 Jackson Chapel  ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    485,    2, Lamar Alexander - (R)           ,    796,    3, Edward L. Buck - (I)       ,     43,    4, Christopher G. Fenner - (I)          ,      9,    5, David Gatchell - (I)      ,      6,    6, Ed Lawhorn - (I)           ,      9,    7, Daniel Towers Lewis - (I),     10,    8, Chris Lugo - (I) ,      8,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0007, 4-1 Jackson Chapel  ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    979,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0007, 4-1 Jackson Chapel  ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    902,    2, W. Ryan Akin - (I)              ,    337,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0008, 5-1 William James   ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    553,    2, John McCain - (R)               ,    921,    3, Chuck Baldwin - (I)        ,     11,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      3,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),     16,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0008, 5-1 William James   ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    446,    2, Lamar Alexander - (R)           ,    877,    3, Edward L. Buck - (I)       ,     34,    4, Christopher G. Fenner - (I)          ,     10,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      9,    8, Chris Lugo - (I) ,      7,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0008, 5-1 William James   ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    971,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0008, 5-1 William James   ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    938,    2, W. Ryan Akin - (I)              ,    323,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0009, 6-1 Burns Town Hall ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    288,    2, John McCain - (R)               ,    546,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                       ,      3,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      2,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0009, 6-1 Burns Town Hall ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    237,    2, Lamar Alexander - (R)           ,    507,    3, Edward L. Buck - (I)       ,     19,    4, Christopher G. Fenner - (I)          ,      3,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      0,    7, Daniel Towers Lewis - (I),      3,    8, Chris Lugo - (I) ,      3,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0009, 6-1 Burns Town Hall ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    541,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0009, 6-1 Burns Town Hall ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    552,    2, W. Ryan Akin - (I)              ,    161,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0010, 6-2 Porter CC       ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    430,    2, John McCain - (R)               ,    820,    3, Chuck Baldwin - (I)        ,      5,    4, Bob Barr - (I)                       ,      7,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      2,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      5,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0010, 6-2 Porter CC       ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    372,    2, Lamar Alexander - (R)           ,    760,    3, Edward L. Buck - (I)       ,     37,    4, Christopher G. Fenner - (I)          ,      8,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      6,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      6,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0010, 6-2 Porter CC       ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    806,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0010, 6-2 Porter CC       ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    767,    2, W. Ryan Akin - (I)              ,    297,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0011, 7-1 Pomona Bapt Ch  ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    544,    2, John McCain - (R)               ,    964,    3, Chuck Baldwin - (I)        ,     11,    4, Bob Barr - (I)                       ,      9,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      2,    7, Brian Moore - (I)        ,      2,    8, Ralph Nader - (I),      5,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0011, 7-1 Pomona Bapt Ch  ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    461,    2, Lamar Alexander - (R)           ,    888,    3, Edward L. Buck - (I)       ,     38,    4, Christopher G. Fenner - (I)          ,      8,    5, David Gatchell - (I)      ,      5,    6, Ed Lawhorn - (I)           ,      8,    7, Daniel Towers Lewis - (I),     10,    8, Chris Lugo - (I) ,      9,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0011, 7-1 Pomona Bapt Ch  ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    968,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0011, 7-1 Pomona Bapt Ch  ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    980,    2, W. Ryan Akin - (I)              ,    336,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0012, 8-1 Walnut Ch       ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    721,    2, John McCain - (R)               ,    717,    3, Chuck Baldwin - (I)        ,      2,    4, Bob Barr - (I)                       ,      3,    5, Charles Jay - (I)         ,      2,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      9,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0012, 8-1 Walnut Ch       ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    549,    2, Lamar Alexander - (R)           ,    722,    3, Edward L. Buck - (I)       ,     19,    4, Christopher G. Fenner - (I)          ,      6,    5, David Gatchell - (I)      ,      6,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      6,    8, Chris Lugo - (I) ,      7,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0012, 8-1 Walnut Ch       ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    956,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0012, 8-1 Walnut Ch       ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,   1002,    2, W. Ryan Akin - (I)              ,    245,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0013, 9-1 Bd of Educ      ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    618,    2, John McCain - (R)               ,    895,    3, Chuck Baldwin - (I)        ,      8,    4, Bob Barr - (I)                       ,      5,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      3,    8, Ralph Nader - (I),     10,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0013, 9-1 Bd of Educ      ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    493,    2, Lamar Alexander - (R)           ,    887,    3, Edward L. Buck - (I)       ,     20,    4, Christopher G. Fenner - (I)          ,      5,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      3,    7, Daniel Towers Lewis - (I),      9,    8, Chris Lugo - (I) ,      6,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0013, 9-1 Bd of Educ      ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    976,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0013, 9-1 Bd of Educ      ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,   1090,    2, W. Ryan Akin - (I)              ,    242,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0014, 10-1 Dickson Middle ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    590,    2, John McCain - (R)               ,    918,    3, Chuck Baldwin - (I)        ,      9,    4, Bob Barr - (I)                       ,      8,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      5,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0014, 10-1 Dickson Middle ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    443,    2, Lamar Alexander - (R)           ,    946,    3, Edward L. Buck - (I)       ,     28,    4, Christopher G. Fenner - (I)          ,      8,    5, David Gatchell - (I)      ,      6,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      8,    8, Chris Lugo - (I) ,      1,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0014, 10-1 Dickson Middle ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    969,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0014, 10-1 Dickson Middle ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,   1064,    2, W. Ryan Akin - (I)              ,    290,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0015, 11-1 New Hope Bapt  ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    666,    2, John McCain - (R)               ,    757,    3, Chuck Baldwin - (I)        ,      7,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      3,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),      8,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0015, 11-1 New Hope Bapt  ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    540,    2, Lamar Alexander - (R)           ,    744,    3, Edward L. Buck - (I)       ,     24,    4, Christopher G. Fenner - (I)          ,      4,    5, David Gatchell - (I)      ,     10,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      5,    8, Chris Lugo - (I) ,      3,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0015, 11-1 New Hope Bapt  ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    976,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0015, 11-1 New Hope Bapt  ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,   1022,    2, W. Ryan Akin - (I)              ,    228,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0016, 12-1 Catfish Kitchen,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    153,    2, John McCain - (R)               ,    372,    3, Chuck Baldwin - (I)        ,      1,    4, Bob Barr - (I)                       ,      3,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      2,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0016, 12-1 Catfish Kitchen,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    126,    2, Lamar Alexander - (R)           ,    367,    3, Edward L. Buck - (I)       ,     10,    4, Christopher G. Fenner - (I)          ,      2,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      4,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      2,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0016, 12-1 Catfish Kitchen,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    319,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0016, 12-1 Catfish Kitchen,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    337,    2, W. Ryan Akin - (I)              ,    132,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0017, 12-2 Eastside CC    ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    228,    2, John McCain - (R)               ,    529,    3, Chuck Baldwin - (I)        ,      3,    4, Bob Barr - (I)                       ,      2,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      1,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      3,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0017, 12-2 Eastside CC    ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    181,    2, Lamar Alexander - (R)           ,    522,    3, Edward L. Buck - (I)       ,      8,    4, Christopher G. Fenner - (I)          ,      5,    5, David Gatchell - (I)      ,      4,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      4,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0017, 12-2 Eastside CC    ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    461,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0017, 12-2 Eastside CC    ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    416,    2, W. Ryan Akin - (I)              ,    226,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0018, 12-3 White Bluff CC ,          1, PRES    ,         ,               1, United States President                    , "November 4, 2008", General Election,    1, Barack Obama - (D)            ,    367,    2, John McCain - (R)               ,    755,    3, Chuck Baldwin - (I)        ,      8,    4, Bob Barr - (I)                       ,      1,    5, Charles Jay - (I)         ,      1,    6, Cynthia McKinney - (I)     ,      4,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),     15,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0018, 12-3 White Bluff CC ,          2, USS     ,         ,               1, United States Senate                       , "November 4, 2008", General Election,    1, Robert D. Tuke - (D)          ,    297,    2, Lamar Alexander - (R)           ,    735,    3, Edward L. Buck - (I)       ,     25,    4, Christopher G. Fenner - (I)          ,      6,    5, David Gatchell - (I)      ,      9,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),     10,    8, Chris Lugo - (I) ,      3,    9, Write-In - Casey Gouge,      0,      ,        ,       0
DICKSON   ,     0018, 12-3 White Bluff CC ,          3, USH     ,        8,               1, U.S. House of Representatives District     , "November 4, 2008", General Election,    1, John Tanner - (D)             ,    714,    2, Write-In - James Hart           ,      0,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
DICKSON   ,     0018, 12-3 White Bluff CC ,          5, TH      ,       69,               1, Tennessee House of Representatives District, "November 4, 2008", General Election,    1, David A. Shepard - (D)        ,    680,    2, W. Ryan Akin - (I)              ,    297,     ,                            ,      0,     ,                                      ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
