COUNTY    , PRECINCT                 , PRCTSEQ, BALSEQID, JURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                                 , PARTY1     , PVTALLY1, COL2HDG, RNAME2                                , PARTY2     , PVTALLY2, COL3HDG, RNAME3                                    , PARTY3     , PVTALLY3, COL4HDG, RNAME4                             , PARTY4     , PVTALLY4, COL5HDG, RNAME5                      , PARTY5     , PVTALLY5, COL6HDG, RNAME6        , PARTY6     , PVTALLY6, COL7HDG, RNAME7                       , PARTY7     , PVTALLY7, COL8HDG, RNAME8                      , PARTY8     , PVTALLY8, COL9HDG, RNAME9                 , PARTY9     , PVTALLY9, COL10HDG, RNAME10                , PARTY10    , PVTALLY10
Johnson   , 5 Doe                    ,    0008,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 5 Doe                    ,    0008,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                               , Republican ,      639,       2, Alan Bohms                            , Democratic ,       93,       3, Robert D. Franklin                        , Independent,       60,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 5 Doe                    ,    0008,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                           , Republican ,      655,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 5 Doe                    ,    0008,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                           , Republican ,      676,       2, Gary Kawula                           , Independent,       85,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 6 Shady                  ,    0009,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      515,       2, Hillary Clinton                       , Democratic ,       84,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,        5,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        3,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   , 6 Shady                  ,    0009,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 6 Shady                  ,    0009,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                               , Republican ,      460,       2, Alan Bohms                            , Democratic ,       62,       3, Robert D. Franklin                        , Independent,       36,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 6 Shady                  ,    0009,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                           , Republican ,      450,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 6 Shady                  ,    0009,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                           , Republican ,      485,       2, Gary Kawula                           , Independent,       59,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 7 City                   ,    0010,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      696,       2, Hillary Clinton                       , Democratic ,      159,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        1,       4, Gary Johnson                       , Independent,       23,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        4,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   , 7 City                   ,    0010,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 7 City                   ,    0010,     0011,       1,         0, United States House of Representatives District 1, 2016-11-08, State General,       1, Phil Roe                               , Republican ,      689,       2, Alan Bohms                            , Democratic ,      104,       3, Robert D. Franklin                        , Independent,       48,       4, Write-In - Paul Krane              ,            ,        0,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 7 City                   ,    0010,     0015,      04,         0, Tennessee Senate District 4                      , 2016-11-08, State General,       1, Jon Lundberg                           , Republican ,      664,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , 7 City                   ,    0010,     0017,      03,         0, Tennessee House of Representatives District 3    , 2016-11-08, State General,       1, Timothy Hill                           , Republican ,      720,       2, Gary Kawula                           , Independent,       84,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Johnson   , Early Voting - Write-Ins ,    0011,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,        0,       2, Hillary Clinton                       , Democratic ,        0,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,        0,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        0,       8, Write-In - Darrell L. Castle,            ,        3,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Johnson   , Early Voting - Write-Ins ,    0011,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        4,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 06 Green School          ,    0001,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      328,       2, Hillary Clinton                       , Democratic ,      870,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,       79,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        3,       7, Jill Stein                   , Independent,       20,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 06 Green School          ,    0001,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       14,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 06 Green School          ,    0001,     0017,      15,         0, Tennessee House of Representatives District 15   , 2016-11-08, State General,       1, Rick Staples                           , Democratic ,      828,       2, Pete Drew                             , Independent,      356,       3, Write-In - Rhonda Lynnese Gallman         ,            ,       13,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 09 Eternal Life Harvest  ,    0002,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,       57,       2, Hillary Clinton                       , Democratic ,      349,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,       16,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,       10,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 09 Eternal Life Harvest  ,    0002,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 09 Eternal Life Harvest  ,    0002,     0017,      15,         0, Tennessee House of Representatives District 15   , 2016-11-08, State General,       1, Rick Staples                           , Democratic ,      282,       2, Pete Drew                             , Independent,      111,       3, Write-In - Rhonda Lynnese Gallman         ,            ,       30,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 10N Fort Sanders         ,    0003,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      254,       2, Hillary Clinton                       , Democratic ,      635,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        3,       4, Gary Johnson                       , Independent,       81,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,       26,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 10N Fort Sanders         ,    0003,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        9,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 10N Fort Sanders         ,    0003,     0017,      15,         0, Tennessee House of Representatives District 15   , 2016-11-08, State General,       1, Rick Staples                           , Democratic ,      656,       2, Pete Drew                             , Independent,      304,       3, Write-In - Rhonda Lynnese Gallman         ,            ,        0,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 10S Howard Baker Center  ,    0004,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      195,       2, Hillary Clinton                       , Democratic ,      396,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,       45,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,       13,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 10S Howard Baker Center  ,    0004,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        2,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 10S Howard Baker Center  ,    0004,     0017,      15,         0, Tennessee House of Representatives District 15   , 2016-11-08, State General,       1, Rick Staples                           , Democratic ,      418,       2, Pete Drew                             , Independent,      212,       3, Write-In - Rhonda Lynnese Gallman         ,            ,        0,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 10W Howard Baker Center  ,    0005,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,       46,       2, Hillary Clinton                       , Democratic ,       17,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,        6,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        0,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 10W Howard Baker Center  ,    0005,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 10W Howard Baker Center  ,    0005,     0015,      06,         0, Tennessee Senate District 6                      , 2016-11-08, State General,       1, Becky Duncan Massey                    , Republican ,       66,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 10W Howard Baker Center  ,    0005,     0017,      13,         0, Tennessee House of Representatives District 13   , 2016-11-08, State General,       1, Eddie Smith                            , Republican ,       53,       2, Gloria Johnson                        , Democratic ,       16,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 11 Central UMC           ,    0006,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      247,       2, Hillary Clinton                       , Democratic ,      874,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        4,       4, Gary Johnson                       , Independent,       46,       5, Alyson Kennedy              , Independent,        3,       6, Mike Smith    , Independent,        8,       7, Jill Stein                   , Independent,       54,       8, Write-In - Darrell L. Castle,            ,        1,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 11 Central UMC           ,    0006,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        2,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 11 Central UMC           ,    0006,     0017,      13,         0, Tennessee House of Representatives District 13   , 2016-11-08, State General,       1, Eddie Smith                            , Republican ,      259,       2, Gloria Johnson                        , Democratic ,      901,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 11 Central UMC           ,    0006,     0017,      15,         0, Tennessee House of Representatives District 15   , 2016-11-08, State General,       1, Rick Staples                           , Democratic ,       56,       2, Pete Drew                             , Independent,       18,       3, Write-In - Rhonda Lynnese Gallman         ,            ,        2,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 12 Eastport              ,    0007,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,       78,       2, Hillary Clinton                       , Democratic ,     1089,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        3,       4, Gary Johnson                       , Independent,       10,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        5,       7, Jill Stein                   , Independent,        8,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 12 Eastport              ,    0007,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 12 Eastport              ,    0007,     0015,      06,         0, Tennessee Senate District 6                      , 2016-11-08, State General,       1, Becky Duncan Massey                    , Republican ,      457,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 12 Eastport              ,    0007,     0017,      15,         0, Tennessee House of Representatives District 15   , 2016-11-08, State General,       1, Rick Staples                           , Democratic ,      736,       2, Pete Drew                             , Independent,      272,       3, Write-In - Rhonda Lynnese Gallman         ,            ,      103,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 13 Fair Garden           ,    0008,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      178,       2, Hillary Clinton                       , Democratic ,     1076,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,       11,       4, Gary Johnson                       , Independent,       25,       5, Alyson Kennedy              , Independent,        6,       6, Mike Smith    , Independent,        6,       7, Jill Stein                   , Independent,        7,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 13 Fair Garden           ,    0008,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        4,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 13 Fair Garden           ,    0008,     0015,      06,         0, Tennessee Senate District 6                      , 2016-11-08, State General,       1, Becky Duncan Massey                    , Republican ,      576,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 13 Fair Garden           ,    0008,     0017,      15,         0, Tennessee House of Representatives District 15   , 2016-11-08, State General,       1, Rick Staples                           , Democratic ,      781,       2, Pete Drew                             , Independent,      315,       3, Write-In - Rhonda Lynnese Gallman         ,            ,      122,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 14 Austin-East           ,    0009,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,       31,       2, Hillary Clinton                       , Democratic ,      463,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        1,       4, Gary Johnson                       , Independent,        4,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,        8,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 14 Austin-East           ,    0009,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 14 Austin-East           ,    0009,     0015,      06,         0, Tennessee Senate District 6                      , 2016-11-08, State General,       1, Becky Duncan Massey                    , Republican ,      195,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 14 Austin-East           ,    0009,     0017,      15,         0, Tennessee House of Representatives District 15   , 2016-11-08, State General,       1, Rick Staples                           , Democratic ,      333,       2, Pete Drew                             , Independent,       93,       3, Write-In - Rhonda Lynnese Gallman         ,            ,       57,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 15 John T. O'Connor      ,    0010,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      132,       2, Hillary Clinton                       , Democratic ,      673,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        2,       4, Gary Johnson                       , Independent,       34,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        5,       7, Jill Stein                   , Independent,       25,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 15 John T. O'Connor      ,    0010,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        2,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 15 John T. O'Connor      ,    0010,     0015,      06,         0, Tennessee Senate District 6                      , 2016-11-08, State General,       1, Becky Duncan Massey                    , Republican ,      405,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 15 John T. O'Connor      ,    0010,     0017,      15,         0, Tennessee House of Representatives District 15   , 2016-11-08, State General,       1, Rick Staples                           , Democratic ,      595,       2, Pete Drew                             , Independent,      185,       3, Write-In - Rhonda Lynnese Gallman         ,            ,       49,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 16 Larry Cox Sr Center   ,    0011,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,     1069,       2, Hillary Clinton                       , Democratic ,     1484,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        9,       4, Gary Johnson                       , Independent,      126,       5, Alyson Kennedy              , Independent,        4,       6, Mike Smith    , Independent,        8,       7, Jill Stein                   , Independent,       68,       8, Write-In - Darrell L. Castle,            ,        5,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 16 Larry Cox Sr Center   ,    0011,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       20,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 16 Larry Cox Sr Center   ,    0011,     0017,      13,         0, Tennessee House of Representatives District 13   , 2016-11-08, State General,       1, Eddie Smith                            , Republican ,     1135,       2, Gloria Johnson                        , Democratic ,     1618,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Knox      , 17 Christenberry         ,    0012,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      356,       2, Hillary Clinton                       , Democratic ,      512,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        3,       4, Gary Johnson                       , Independent,       26,       5, Alyson Kennedy              , Independent,        2,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,       29,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Knox      , 17 Christenberry         ,    0012,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        7,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
