COUNTY    , PRECINCT                 , PRCTSEQ, BALSEQID, JURISID, CANDGROUP, OFFICENAME                                       , ELECTDATE , ELECTTYPE    , COL1HDG, RNAME1                                 , PARTY1     , PVTALLY1, COL2HDG, RNAME2                                , PARTY2     , PVTALLY2, COL3HDG, RNAME3                                    , PARTY3     , PVTALLY3, COL4HDG, RNAME4                             , PARTY4     , PVTALLY4, COL5HDG, RNAME5                      , PARTY5     , PVTALLY5, COL6HDG, RNAME6        , PARTY6     , PVTALLY6, COL7HDG, RNAME7                       , PARTY7     , PVTALLY7, COL8HDG, RNAME8                      , PARTY8     , PVTALLY8, COL9HDG, RNAME9                 , PARTY9     , PVTALLY9, COL10HDG, RNAME10                , PARTY10    , PVTALLY10
Fayette   , Oakland                  ,    0006,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        3,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Oakland                  ,    0006,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,     2583,       2, Rickey Hobson                         , Democratic ,      699,       3, Shelia L. Godwin                          , Independent,       64,       4, James Hart                         , Independent,       25,       5, Adrian M. Montague          , Independent,       19,       6, Mark J. Rawles, Independent,       19,       7, Karen Free Spirit Talley-Lane, Independent,       21,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Oakland                  ,    0006,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,     2631,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Oakland                  ,    0006,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,     2415,       2, Daniel M. Harris                      , Democratic ,      659,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Hickory Withe            ,    0007,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,     1898,       2, Hillary Clinton                       , Democratic ,      481,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        3,       4, Gary Johnson                       , Independent,       53,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        3,       7, Jill Stein                   , Independent,       11,       8, Write-In - Darrell L. Castle,            ,        1,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , Hickory Withe            ,    0007,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        6,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Hickory Withe            ,    0007,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,     1865,       2, Rickey Hobson                         , Democratic ,      385,       3, Shelia L. Godwin                          , Independent,       35,       4, James Hart                         , Independent,       21,       5, Adrian M. Montague          , Independent,       15,       6, Mark J. Rawles, Independent,       18,       7, Karen Free Spirit Talley-Lane, Independent,        9,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Hickory Withe            ,    0007,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,     1879,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Hickory Withe            ,    0007,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,     1769,       2, Daniel M. Harris                      , Democratic ,      361,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Elba                     ,    0008,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      924,       2, Hillary Clinton                       , Democratic ,      324,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,       18,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        3,       7, Jill Stein                   , Independent,        3,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , Elba                     ,    0008,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        3,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Elba                     ,    0008,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,      944,       2, Rickey Hobson                         , Democratic ,      267,       3, Shelia L. Godwin                          , Independent,       14,       4, James Hart                         , Independent,        5,       5, Adrian M. Montague          , Independent,        1,       6, Mark J. Rawles, Independent,        5,       7, Karen Free Spirit Talley-Lane, Independent,        3,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Elba                     ,    0008,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,      903,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Elba                     ,    0008,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,      885,       2, Daniel M. Harris                      , Democratic ,      216,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Piperton                 ,    0009,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      844,       2, Hillary Clinton                       , Democratic ,      244,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        1,       4, Gary Johnson                       , Independent,       11,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        6,       7, Jill Stein                   , Independent,        5,       8, Write-In - Darrell L. Castle,            ,        1,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , Piperton                 ,    0009,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Piperton                 ,    0009,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,      853,       2, Rickey Hobson                         , Democratic ,      200,       3, Shelia L. Godwin                          , Independent,       11,       4, James Hart                         , Independent,        5,       5, Adrian M. Montague          , Independent,        5,       6, Mark J. Rawles, Independent,        5,       7, Karen Free Spirit Talley-Lane, Independent,        6,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Piperton                 ,    0009,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,      833,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Piperton                 ,    0009,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,      797,       2, Daniel M. Harris                      , Democratic ,      175,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Rossville                ,    0010,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      835,       2, Hillary Clinton                       , Democratic ,      486,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,       19,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        6,       8, Write-In - Darrell L. Castle,            ,        2,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , Rossville                ,    0010,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Rossville                ,    0010,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,      829,       2, Rickey Hobson                         , Democratic ,      401,       3, Shelia L. Godwin                          , Independent,       21,       4, James Hart                         , Independent,        8,       5, Adrian M. Montague          , Independent,        5,       6, Mark J. Rawles, Independent,        4,       7, Karen Free Spirit Talley-Lane, Independent,        7,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Rossville                ,    0010,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,      844,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Rossville                ,    0010,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,      786,       2, Daniel M. Harris                      , Democratic ,      318,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Macon                    ,    0011,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,     1491,       2, Hillary Clinton                       , Democratic ,      445,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        4,       4, Gary Johnson                       , Independent,       29,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        4,       7, Jill Stein                   , Independent,        4,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , Macon                    ,    0011,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        4,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Macon                    ,    0011,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,     1454,       2, Rickey Hobson                         , Democratic ,      371,       3, Shelia L. Godwin                          , Independent,       26,       4, James Hart                         , Independent,       10,       5, Adrian M. Montague          , Independent,       10,       6, Mark J. Rawles, Independent,       15,       7, Karen Free Spirit Talley-Lane, Independent,        4,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Macon                    ,    0011,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,     1438,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Macon                    ,    0011,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,     1363,       2, Daniel M. Harris                      , Democratic ,      327,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Williston                ,    0012,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      340,       2, Hillary Clinton                       , Democratic ,      136,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,        8,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        0,       8, Write-In - Darrell L. Castle,            ,        1,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , Williston                ,    0012,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        6,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Williston                ,    0012,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,      328,       2, Rickey Hobson                         , Democratic ,      123,       3, Shelia L. Godwin                          , Independent,        7,       4, James Hart                         , Independent,        1,       5, Adrian M. Montague          , Independent,        3,       6, Mark J. Rawles, Independent,        6,       7, Karen Free Spirit Talley-Lane, Independent,        2,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Williston                ,    0012,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,      338,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Williston                ,    0012,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,      307,       2, Daniel M. Harris                      , Democratic ,       98,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Moscow                   ,    0013,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      378,       2, Hillary Clinton                       , Democratic ,      502,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,        7,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        2,       7, Jill Stein                   , Independent,        4,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , Moscow                   ,    0013,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Moscow                   ,    0013,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,      357,       2, Rickey Hobson                         , Democratic ,      433,       3, Shelia L. Godwin                          , Independent,       13,       4, James Hart                         , Independent,        8,       5, Adrian M. Montague          , Independent,        6,       6, Mark J. Rawles, Independent,        5,       7, Karen Free Spirit Talley-Lane, Independent,        6,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Moscow                   ,    0013,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,      430,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Moscow                   ,    0013,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,      341,       2, Daniel M. Harris                      , Democratic ,      299,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Parks                    ,    0014,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      599,       2, Hillary Clinton                       , Democratic ,      242,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        1,       4, Gary Johnson                       , Independent,        4,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        2,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , Parks                    ,    0014,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Parks                    ,    0014,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,      566,       2, Rickey Hobson                         , Democratic ,      223,       3, Shelia L. Godwin                          , Independent,        7,       4, James Hart                         , Independent,        5,       5, Adrian M. Montague          , Independent,        5,       6, Mark J. Rawles, Independent,        3,       7, Karen Free Spirit Talley-Lane, Independent,        2,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Parks                    ,    0014,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,      598,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Parks                    ,    0014,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,      541,       2, Daniel M. Harris                      , Democratic ,      159,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , LaGrange                 ,    0015,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      221,       2, Hillary Clinton                       , Democratic ,      158,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,        3,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        2,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , LaGrange                 ,    0015,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , LaGrange                 ,    0015,     0011,       8,         1, United States House of Representatives District 8, 2016-11-08, State General,       1, David Kustoff                          , Republican ,      212,       2, Rickey Hobson                         , Democratic ,      138,       3, Shelia L. Godwin                          , Independent,        2,       4, James Hart                         , Independent,        1,       5, Adrian M. Montague          , Independent,        0,       6, Mark J. Rawles, Independent,        0,       7, Karen Free Spirit Talley-Lane, Independent,        6,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , LaGrange                 ,    0015,     0015,      26,         0, Tennessee Senate District 26                     , 2016-11-08, State General,       1, Dolores Gresham                        , Republican ,      223,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , LaGrange                 ,    0015,     0017,      94,         0, Tennessee House of Representatives District 94   , 2016-11-08, State General,       1, Ron M. Gant                            , Republican ,      197,       2, Daniel M. Harris                      , Democratic ,      102,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fayette   , Early Voting - Write-Ins ,    0016,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,        0,       2, Hillary Clinton                       , Democratic ,        0,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        0,       4, Gary Johnson                       , Independent,        0,       5, Alyson Kennedy              , Independent,        0,       6, Mike Smith    , Independent,        0,       7, Jill Stein                   , Independent,        0,       8, Write-In - Darrell L. Castle,            ,       12,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fayette   , Early Voting - Write-Ins ,    0016,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,       23,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fentress  , Allardt                  ,    0001,     0003,       0,         1, United States President                          , 2016-11-08, State General,       1, Donald J. Trump                        , Republican ,      591,       2, Hillary Clinton                       , Democratic ,      127,       3, " """"""Rocky"""" Roque De La Fuente""   ", Independent,        3,       4, Gary Johnson                       , Independent,        9,       5, Alyson Kennedy              , Independent,        1,       6, Mike Smith    , Independent,        1,       7, Jill Stein                   , Independent,        1,       8, Write-In - Darrell L. Castle,            ,        0,       9, Write-In - Cherunda Fox,            ,        0,       10, Write-In - Tom Hoefling,            ,         0
Fentress  , Allardt                  ,    0001,     0003,       0,         2, United States President                          , 2016-11-08, State General,      11, Write-In - Kyle Kenley Kopitke         ,            ,        0,      12, Write-In - Laurence Kotlikoff         ,            ,        0,      13, Write-In - David Limbaugh                 ,            ,        0,      14, Write-In - Evan McMullin           ,            ,        0,      15, Write-In - Marshall Schoenke,            ,        0,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fentress  , Allardt                  ,    0001,     0011,       6,         0, United States House of Representatives District 6, 2016-11-08, State General,       1, Diane Black                            , Republican ,      524,       2, David W. Kent                         , Democratic ,      108,       3, David Ross                                , Independent,       36,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fentress  , Allardt                  ,    0001,     0015,      12,         0, Tennessee Senate District 12                     , 2016-11-08, State General,       1, Ken Yager                              , Republican ,      597,        ,                                       ,            ,         ,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fentress  , Allardt                  ,    0001,     0017,      38,         0, Tennessee House of Representatives District 38   , 2016-11-08, State General,       1, Kelly T Keisling                       , Republican ,      450,       2, F. Mike Campbell                      , Democratic ,       92,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
Fentress  , Allardt                  ,    0001,     0017,      41,         0, Tennessee House of Representatives District 41   , 2016-11-08, State General,       1, Ed Butler                              , Republican ,       52,       2, John Mark Windle                      , Democratic ,       85,        ,                                           ,            ,         ,        ,                                    ,            ,         ,        ,                             ,            ,         ,        ,               ,            ,         ,        ,                              ,            ,         ,        ,                             ,            ,         ,        ,                        ,            ,         ,         ,                        ,            ,          
